id,name,types,country,region,city,address,lat,lon,description,tags,contact.url,contact.email,source,verified,added,last_checked
diego-somos-un-eco-centro-de-montana-un-espacio-fa-ar,"Diego - Somos un Eco-centro de Montaña, un espacio familiar al servicio de la vida.",wwoof-farm,AR,,,Argentina,-31.240760,-64.832711,"🌄¿Quiénes somos? Somos una familia que habita y cuida este territorio de montaña desde hace más de 25 años. Con el tiempo, este espacio se transformó en un eco-centro de experiencias y retiros dedicados al autoconocimiento, la vida en comunidad y la conexión con la...",ecovillage|permaculture|community-living|biofarm|biodynamic,https://wwoof.net/host/56320-somos-un-eco-centro-de-montana-un-espacio-familiar-al-servicio-de-la-vida,,quellen/crawler-7-volunteer.md,false,2026-07-12,
fabian-andres-elaboracion-de-cerveza-artesanal-api-ar,"Fabian andres - Elaboracion de cerveza artesanal, apicultura, construccion tradicional enmadera, gallinas",wwoof-farm,AR,,,Argentina,-40.894518,-71.036529,"elaboracion de cerveza artesanal, apiario, recoleccion de miel, cerezas, manzanas, hierbas aromariticas,  gallinas araucanas , huevos verdes, recoleccion de leña


2 actividades apicolas, elavoracion decerveza, recoleccion de hierbas aromaticas. 3. las actividades...",ecovillage|permaculture|community-living|biofarm|certified-organic,https://wwoof.net/host/47334-elaboracion-de-cerveza-artesanal-apicultura-construccion-tradicional-enmadera-gallinas,,quellen/crawler-7-volunteer.md,false,2026-07-12,
francisco-emprendimiento-en-la-quebrada-de-humahua-ar,"Francisco - Emprendimiento en la Quebrada de Humahuaca, con cultivo ancestrales y deshidrado solar",wwoof-farm,AR,,,Argentina,-23.633633,-65.417045,"Soy Francisco Milhas, dirijo un emprendimiento de triple impacto social, ambiental y económico. Iniciamos en 2017 en la Quebrada de Humahuaca, Jujuy, Argentina, y el proyecto se enfoca en ofrecer herramientas de bajo costo a pequeños productores de economías...",ecovillage|permaculture|community-living|biofarm,https://wwoof.net/host/59896-emprendimiento-en-la-quebrada-de-humahuaca-con-cultivo-ancestrales-y-deshidrado-solar,,quellen/crawler-7-volunteer.md,false,2026-07-12,
gabriel-dario-chacra-agroturistica-agroflorestal-r-ar,Gabriel Darío - Chacra agroturistica agroflorestal. Restaurando un pedacito de selva.,wwoof-farm,AR,,,Argentina,-25.592867,-54.568081,"Somos ""Chacra Atajacaminos"", Contamos con un espacio de 1 Hectáreas. donde se esta restaurando un pedazo de selva y se esta trabajando el suelo con agroecologia, aplicamos la técnica agroflorestal sintrópica. También empezamos a aguardianar semillas criollas propias...",ecovillage|permaculture|community-living|biofarm|certified-organic|biodynamic,https://wwoof.net/host/55727-chacra-agroturistica-agroflorestal-restaurando-un-pedacito-de-selva,,quellen/crawler-7-volunteer.md,false,2026-07-12,
gabriela-cynthia-family-home-and-garden-rural-ar,Gabriela Cynthia - Family home and garden - rural,wwoof-farm,AR,,,Argentina,-35.093081,-58.800010,"Hola, soy Cynthia y recibo a voluntarios en mi chacra familiar cerca de Cañuelas, a 70 km de Buenos Aires. La casa es grande y ofrezco compartir el cotidiano. El campo tiene 3 hectáreas donde pastorean las vacas y cabras que son lecheras los fines de semana abro una...",ecovillage|permaculture|community-living|biofarm|certified-organic|holistic,https://wwoof.net/host/43686-family-home-and-garden-rural,,quellen/crawler-7-volunteer.md,false,2026-07-12,
german-agritourism-destination-homestead-orchard-f-ar,"German - Agritourism Destination, Homestead, Orchard, Family farm",wwoof-farm,AR,,,Argentina,-42.061269,-71.597126,"Es una Granja familiar, estamos a 4 km del pueblo de El Bolsón, sobre el faldeo del Cerro Piltriquitrón. Cultivamos principalmente frutas finas, Frambuesa, cerezas, guindas, frutillas, también nueces. Tenemos un rebaño de ovejas, aves de corral, perros y gatos.",ecovillage|permaculture|community-living|biofarm|holistic,https://wwoof.net/host/44596-agritourism-destination-homestead-orchard-family-farm,,quellen/crawler-7-volunteer.md,false,2026-07-12,
hugo-establecimiento-agro-viticola-con-fines-educa-ar,Hugo - Establecimiento agro vitícola con fines educativos y turístico,wwoof-farm,AR,,,Argentina,-31.605856,-68.320708,"Los anfitriones Griselda y Hugo les damos la bienvenida a nuestra pequeña finca escuela la cual compartimos con 3 perros y 2 gatos. Trabajamos desde 1994 como productores de uva y huerta orgánica. Detalles de actividades:
Trabajos varios en huerta y en la uva...",ecovillage|permaculture|community-living|biofarm|certified-organic,https://wwoof.net/host/52059-establecimiento-agro-viticola-con-fines-educativos-y-turistico,,quellen/crawler-7-volunteer.md,false,2026-07-12,
javiera-la-lechuza-ecolodge-es-una-granja-ecologic-ar,Javiera - La Lechuza Ecolodge es una granja ecológica y área natural protegida en la zona central de Misiones.,wwoof-farm,AR,,,Argentina,-27.458662,-55.161946,Hola! Somos una familia argentina-suiza compuesta por dos adultos y tres hijos (dos adolescentes y un niño). Vivimos en una hermosa y muy diversa granja rodeada de selva misionera con arroyos y cascadas.,ecovillage|permaculture|community-living|biofarm,https://wwoof.net/host/56193-la-lechuza-ecolodge-es-una-granja-ecologica-y-area-natural-protegida-en-la-zona-central-de-misiones,,quellen/crawler-7-volunteer.md,false,2026-07-12,
kuntur-educational-centre-and-master-unit-place-of-ar,Kuntur - Educational Centre and Master Unit (place of sustainable developement),wwoof-farm,AR,,,Argentina,-32.174355,-64.572618,"Introduction:

We  propagate a complete philosophy of life based on universalism called Neohumanism. The project is established in the mountains of Córdoba, Argentina, in a previously uninhabited area and is also known as Ánanda Náráyańa (Blissful Divinity). Since...",ecovillage|permaculture|community-living|biofarm|holistic,https://wwoof.net/host/44508-educational-centre-and-master-unit-place-of-sustainable-developement,,quellen/crawler-7-volunteer.md,false,2026-07-12,
lucio-valentin-farm-organica-hacemos-agro-turismo-ar,"Lucio Valentin - Farm organica, hacemos agro-turismo desde una pequeña empresa familiar.",wwoof-farm,AR,,,Argentina,-25.291359,-65.461378,"Es una Finca en Coronel Moldes, hacemos actividades agricolas de Temporada (Tabaco, Maiz, Sorgo...) y también criamos Vacas para la venta, además criamos y hacemos Queso de Cabra y tenemos Caballos que usamos. Vendemos alojamiento en la casona de la finca y en...",ecovillage|permaculture|community-living|biofarm|biodynamic|holistic,https://wwoof.net/host/61349-farm-organica-hacemos-agro-turismo-desde-una-pequena-empresa-familiar,,quellen/crawler-7-volunteer.md,false,2026-07-12,
luis-raul-vineyard-orchard-mixed-farm-ar,"Luis Raul - Vineyard, Orchard, Mixed Farm",wwoof-farm,AR,,,Argentina,-32.865261,-68.816553,"Te invitamos a nuestra finca y bodega agroecológica para convivir compartiendo un mismo techo y trabajo. Por lo que refiere al techo, apuntamos a una convivencia de aprendizaje y de intercambio filosófico y cultural. La casa está preparada para recibirte con todas...",ecovillage|permaculture|community-living|biofarm|biodynamic|holistic,https://wwoof.net/host/45684-vineyard-orchard-mixed-farm,,quellen/crawler-7-volunteer.md,false,2026-07-12,
mercedes-la-aguada-is-a-medicinal-distillation-lab-ar,MERCEDES - La Aguada is a medicinal distillation laboratory in the mountanous center of Argentina.,wwoof-farm,AR,,,Argentina,-30.914977,-64.552795,"My name is Mer, I live in my family-owned land in the mountains of Argentina with my 6 years old son Samu and our dog Cane. Within this land called Villa Sol (16 hectares / 16 houses neighbourhood), I created a medicinal laboratory and an aquatics arts garden that...",ecovillage|permaculture|community-living|biofarm|holistic,https://wwoof.net/host/60210-la-aguada-is-a-medicinal-distillation-laboratory-in-the-mountanous-center-of-argentina,,quellen/crawler-7-volunteer.md,false,2026-07-12,
malena-granja-biodinamica-cerca-de-capilla-del-sen-ar,Malena - Granja Biodinámica cerca de  Capilla del Señor,wwoof-farm,AR,,,Argentina,-34.290429,-59.235200,"1. Describe tu proyecto, el lugar y sus habitantes (incluídos los animales):
Hola! Somos 4 primos, tenemos una granja biodinámica cerca de Capilla del Señor.",ecovillage|permaculture|community-living|biofarm|biodynamic|holistic,https://wwoof.net/host/49769-granja-biodinamica-cerca-de-capilla-del-senor,,quellen/crawler-7-volunteer.md,false,2026-07-12,
miguel-angel-gaston-eco-lodge-wilderness-adventure-ar,"Miguel Angel Gastón - Eco Lodge/Wilderness Adventures, Eco Retreat, Flower Garden Farm, Fruit tree nursery",wwoof-farm,AR,,,Argentina,-39.909736,-65.390625,"Somos la familia Cassoli, Residentes En Meliquina Desde el año 1997 Pioneros Y en la Creación de la Villa Meliquina. Desde Hace Un tiempo desarrollamos la unidad ONU Proyecto Empresarial Sostenible Integrado por el siguiente Grupo de Empresas: Jardines de la...",ecovillage|permaculture|community-living|biofarm|certified-organic|holistic,https://wwoof.net/host/43939-eco-lodgewilderness-adventures-eco-retreat-flower-garden-farm-fruit-tree-nursery,,quellen/crawler-7-volunteer.md,false,2026-07-12,
nicole-y-adrian-harmonious-holistic-educational-ce-ar,Nicole y Adrian - Harmonious Holistic Educational Centre in the jungle,wwoof-farm,AR,,,Argentina,-27.195925,-55.099000,"Somos Nicole y Adrián, junto a 1 perro y 3 gatos, decidimos dejar la vida de ciudad para venirnos a vivir en la selva paranaense subtropical, nuestro proyecto es un santuario de naturaleza, donde preservamos las especies nativas de flora y fauna y plantamos...",ecovillage|permaculture|community-living|biofarm|biodynamic|holistic,https://wwoof.net/host/51047-harmonious-holistic-educational-centre-in-the-jungle,,quellen/crawler-7-volunteer.md,false,2026-07-12,
pedro-vicente-homestead-ar,Pedro Vicente - Homestead,wwoof-farm,AR,,,Argentina,-31.439595,-68.520330,"Somos una familia que vive en una granja organica , con animales , huerta , invernadero , espacios para niños, cabañas para turistas, restaurant de campo, camping, trabajamos como granja educativa, recreativa, turistica y productiva, producimos nuestros propios...",ecovillage|permaculture|community-living|biofarm|holistic,https://wwoof.net/host/45952-homestead,,quellen/crawler-7-volunteer.md,false,2026-07-12,
rafael-horse-and-cow-ranch-experience-in-laguna-ll-ar,"Rafael - Horse and cow ranch experience in Laguna Llancanelo, Argentina",wwoof-farm,AR,,,Argentina,-35.655960,-69.267483,"Hello My name is Rafael I am 52 years old, I own a property of more than 15000 HA, I am dedicated to livestock in Laguna Llancanelo area, Malargüe, Mendoza, Argentina ... I also own an equine reserve with more than 400 horses that I take care of in the wild and more...",ecovillage|permaculture|community-living|biofarm,https://wwoof.net/host/53920-horse-and-cow-ranch-experience-in-laguna-llancanelo-argentina,,quellen/crawler-7-volunteer.md,false,2026-07-12,
roxana-agritourism-destination-ar,Roxana - Agritourism Destination,wwoof-farm,AR,,,Argentina,-35.770523,-58.500731,"LLevamos adelante un emprendimiento de Turismo Rural Sustentable en estas pampas argentinas. Tenemos una Granja Ecológica Educativa formada por una Huerta Orgánica, Granja, Paseo de Plantas, Bosque Recreativo y Ecoludoteca, un prototipo de casa sustentable y espacio...",ecovillage|permaculture|community-living|biofarm|biodynamic|holistic,https://wwoof.net/host/43873-agritourism-destination,,quellen/crawler-7-volunteer.md,false,2026-07-12,
sebastian-family-farm-ar,Sebastian - Family farm,wwoof-farm,AR,,,Argentina,-38.651018,-58.985144,"Re-imagining a family farm as a self-sustainable and environmentally-conscious community. We are passionate about agriculture, music, surfing, travel, nature and the environment. We have dogs, cats, chickens, sheep, bees, horses and a eucalyptus forest playing host...",ecovillage|permaculture|community-living|biofarm|biodynamic|holistic,https://wwoof.net/host/45191-family-farm,,quellen/crawler-7-volunteer.md,false,2026-07-12,
sergio-family-farm-ar,Sergio - Family farm,wwoof-farm,AR,,,Argentina,-31.945029,-65.190274,"Hola!! Somos Sergio y Alice, recientemente hemos vendido nuestra finca y compramos otra propiedad cerca de la montaña, aquí esta todo por hacer! Debemos reformar las casas,  nuestro trabajo principal es la elaboración de productos lácteos, quesos, dulce de leche,...",ecovillage|permaculture|community-living|biofarm,https://wwoof.net/host/44908-family-farm,,quellen/crawler-7-volunteer.md,false,2026-07-12,
virginia-family-home-and-garden-rural-ar,Virginia - Family home and garden - rural,wwoof-farm,AR,,,Argentina,-31.898758,-64.773556,"Soy Virginia y vivo cerca de la ciudad, pero tenemos una casa solar, autónoma de la red eléctrica de la ciudad. Estamos en el medio del bosque, pero a 15 minutos caminando del centro de la ciudad. Estamos tratando de tener nuestra propia comida de las hordas orgánicas.",ecovillage|permaculture|community-living|biofarm|biodynamic|holistic,https://wwoof.net/host/44432-family-home-and-garden-rural,,quellen/crawler-7-volunteer.md,false,2026-07-12,
cultural-exchange-by-the-river-in-aigen-schlagl-au-at,"Cultural exchange by the river in Aigen-Schlägl, Austria",volunteer-project,AT,,,"4160 Aigen-Schlägl, Oberösterreich, Austria",48.645636,13.968035,"We: ... Isabella and Christian (57 and 62) live in Aigen-Schlägl, in the North of Upper Austria. ...",pragmatic|language-exchange|cultural-exchange,https://www.workaway.info/en/host/137467777453,,quellen/crawler-3-workaway-1.md,false,2026-07-12,
grenzenlos-austria-at,Grenzenlos (Austria),volunteer-project,AT,,,Austria,48.281781,15.763246,"Grenzenlos ist eine Vollmitgliedsorganisation der Alliance of European Voluntary Service Organisations (gegründet 1949, Mitglied seit 2011). Vermittelt internationale Freiwilligeneinsätze und Workcamps.",nonprofit|eu-focus,http://www.grenzenlos.or.at,,quellen/crawler-7-volunteer.md,false,2026-07-12,
termin-83777,"HEIMKINO Dokumentarfilme Cooperativa-Film (früher kiezfilme) produziert sozial engagierte, gesellschaftskritische Dokume",event,AT,,,1140 Wien,,,"HEIMKINO
Dokumentarfilme

Cooperativa-Film (früher kiezfilme) produziert sozial engagierte, gesellschaftskritische Dokumentarfilme. Inhaltliche Schwerpunkte liegen in der Auseinandersetzung mit Migrationspolitik und rassistischen Strukturen, Empowerment von FLINT (Frauen, Lesben, inter, nicht-binäre und trans Personen), die wegen ihrer geschlechtlichen Identität patriarchal diskriminiert werden / feministische Perspektiven und alternative solidarische Gesellschaftsentwürfe. Mit den Filmen soll e",contraste|termin|online-archiv,https://bit.ly/4vuOuiX,,contraste Termine (unbekannt),false,2026-06-26,
join-us-in-making-our-family-homestead-grow-and-gl-at,"Join us in making our family homestead grow and glow in Rutzenmoos, Upper Austria",volunteer-project,AT,,,"4845 Rutzenmoos, Upper Austria, Austria",47.973611,13.709167,!! We have a open slot for a Workaway on our beautiful homestead from July 1st to July 18th!!! Hi there!,pragmatic|language-exchange,https://www.workaway.info/en/host/476385429858,,quellen/crawler-4-workaway-2.md,false,2026-07-12,
learn-from-nature-at-a-permaculture-farm-and-food-at,"Learn from nature at a permaculture farm and food forest in Oberösterreich, Austria",volunteer-project,AT,,,"4600 Wels, Oberösterreich, Austria",48.164949,14.011729,"We are cultivating a 30+ year old edible forest garden – one of the oldest established systems in Central Europe. Over three decades, this ecosystem has matured into a living example of long-term permaculture design. In addition, we manage: • a ......",pragmatic|cultural-exchange,https://www.workaway.info/en/host/373243549898,,quellen/crawler-3-workaway-1.md,false,2026-07-12,
peaceful-farmstay-support-veggie-farming-and-learn-burgenland,"Peaceful farmstay, support veggie farming and learn German in Burgenland, Austria",volunteer-project,AT,,Burgenland,"Eisenberg an der Pinka, Burgenland, Austria",47.500000,16.416667,"*** We are available from August 1st - Thank you - Wir sind verfügbar ab Anfang August - DANKE *** The year is 2016: Julia, 1984, cultural and social anthropologist, German as a foreign and second language trainer, certified holistic nutritionist, ......",spiritual|intentional-community|language-exchange,https://www.workaway.info/en/host/983471747797,,quellen/crawler-4-workaway-2.md,false,2026-07-12,
join-us-to-learn-about-self-sufficient-organic-far-eberndorf,"Join us to learn about self-sufficient organic farming in Eberndorf, Austria",volunteer-project,AT,,Eberndorf,"9141 Eberndorf, Kärnten, Austria",46.603081,14.668521,"We are an intentional community living and working together on a small farm. At the moment we are 3 to 5 adultes with up to 2 children permanently living on the farm. It is a place to live, to learn and also to go on vacation (we have paying guests ......",basisdemocratic|language-exchange,https://www.workaway.info/en/host/411227613234,,quellen/crawler-3-workaway-1.md,false,2026-07-12,
termin-41279,WIDERSTAND gegen AfD-Bundesparteitag,event,AT,,Erfurt,"Domplatz, 9020 Klagenfurt/Celovec",,,"WIDERSTAND
gegen AfD-Bundesparteitag

04. und 05. Juli (Erfurt)
Alle Menschen sind eingeladen sich diesem faschistischen Auflauf zu widersetzen und für eine offene und solidarische Gesellschaft zu kämpfen. Für ein AfD-Verbot können wir nicht auf den Staat warten, wir müssen es selbst machen. Nicht Behörden, sondern ziviler Ungehorsam macht den Unterschied. Und es ist wichtig, die Breite des Protests gegen die AfD in all ihrer Vielfalt sichtbar zu machen, auch über große Demonstrationen am Tag de",contraste|termin|online-archiv,https://bit.ly/480YuGK,,contraste Termine (04. und 05. Juli),false,2026-06-26,
hands-on-community-life-creating-growing-living-to-gallizien,"Hands-on community life creating, growing & living together in Gallizien, Austria",volunteer-project,AT,,Gallizien,"9363 Metnitz, Carinthia, Austria",46.559228,14.506610,"We are a young and growing intentional community, founded by two families – each with years of community living experience. In autumn 2025 we moved to a beautiful property in Vellach, Carinthia (Austria), right next to the river Vellach and ......",basisdemocratic|language-exchange|cultural-exchange,https://www.workaway.info/en/host/387156818544,,quellen/crawler-4-workaway-2.md,false,2026-07-12,
termin-60439,KLIMASCHUTZ FLINTA* SolarCamp,event|camp,AT,,Kassel,"Peršmanhof, Koprein-Petzen 3, 9135 Eisenkappel/Železna Kapla",,,"KLIMASCHUTZ
FLINTA* SolarCamp

29. Juni bis 03. Juli (Kassel)
Der Klimaschutz stockt immer wieder, es fehlen neben dem politischen Willen auch die Hände für die Energiewende. Das liegt unter anderem daran, dass FLINTA* der Zugang zum (Photovoltaik-)Handwerk in Deutschland noch immer erschwert wird. Das wollen wir ändern – das SolarCamp ist die Chance zum Einstieg ins Klimahandwerk! Die Teilnehmenden lernen mit uns das Wichtigste, was es rund um die Photovoltaik zu wissen gilt. Vormittags gibt es",contraste|termin|online-archiv,https://bit.ly/4tcwQiu,,contraste Termine (29. Juni),false,2026-06-26,
termin-09802,FESTIVAL Zusammen Leben,event|festival,AT,,Stuttgart,2700 Wiener Neustadt,,,"FESTIVAL
Zusammen Leben

19. und 20. Juni (Stuttgart)

Lasst uns gemeinschaftliches Wohnen feiern und fördern – in all seiner Vielfalt, mit all seinem Potenzial: Es ist ein Motor für sozialen Zusammenhalt, lebendige Nachbarschaften und eine solidarische Zukunft! Mit jeder Menge Infos, Workshops, Kulturprogramm und Begegnung mit Projekten und Gleichgesinnten. Das Festival wird von einem breiten Bündnis von Organisationen aus dem Themenfeld gemeinschaftliches Wohnen veranstaltet. Seid dabei und er",contraste|termin|online-archiv,https://bit.ly/4csIZIY,,contraste Termine (19. und 20. Juni),false,2026-06-26,
termin-86489,ANARCHISTISCHES Sommercamp,event|camp,AT,,Südösterreich,Krimml/Salzburg nach Kasern/Südtirol,,,"ANARCHISTISCHES
Sommercamp

01. bis 10. August (Südösterreich)

Das A-Camp ist ein Ort, an dem Menschen zusammenkommen, um zu überlegen, wie ein Weg zu einer menschlichen Gesellschaft aussehen kann und welche Schritte wir gerade tun können. 
Es lässt uns nicht kalt, wenn Menschen in Kriegen sterben, die »unsere« Staaten in unserem Namen führen, damit Menschen hier im Überfluss leben können. Es macht uns wütend, dass Blut und Schweiß von Frauen und Kindern an unseren Klamotten klebt. Wir wollen n",contraste|termin|online-archiv,https://bit.ly/4tv1N0W,,contraste Termine (01. bis 10. August),false,2026-06-26,
volunteer-caring-for-horses-and-other-animals-aust-vienna,Volunteer Caring for Horses and Other Animals (Austria),volunteer-project,AT,,Vienna,"Austria, Vienna",48.185719,16.422159,"We are looking for YOU – flexible young people who want to live and care for horses and other animals. We offer you the chance to live in harmony with horses and nature. We are an association, and our work focuses on horse riding-assisted education and therapeutic...",pragmatic|biofarm,https://helpstay.com/stays/horses-animals-Austria,,quellen/crawler-7-volunteer.md,false,2026-07-12,
persmanhof-eisenkappel,Peršmanhof,memorial-site|historic|leftist-archive,AT,Kärnten,Eisenkappel/Železna Kapla,"Koprein-Petzen 3, 9135 Eisenkappel/Železna Kapla",46.477500,14.578900,Gedenkort + Bildungsstätte auf einem historischen Bauernhof. Erinnert an das Peršman-Massaker 1945 (NS-Verbrechen an Kärntner Slowen:innen) und den antifaschistischen Widerstand. Gedenktreffen jährlich Ende Juni.,memorial|wwii|resistance|antifascist|slovenian-minority|education|open-to-visitors|historic|bilingual,,,quellen/contraste.md#termine-persmanhof,false,2026-06-25,
mimamarkt-klagenfurt,MiMaMarkt Klagenfurt,social-center|cooperative|cooperative,AT,Kärnten,Klagenfurt,"Adolf Kolping Gasse 18, 9020 Klagenfurt/Celovec",46.624700,14.305000,"Regenerative Commons Lab — Mitmachmarkt-Verein in Kärnten. Energiegemeinschaft, Bio-Lebensmittel-Versorgung, Community Cooking, Open Source/Hardware, Saatgut, Reparatur, Technik + KI, kreative Projekte. Treffpunkt Mo + Fr ab 12 Uhr. Sehr aktiv, vielfältig.",open-to-visitors|energy-community|csa|food-coop|open-source|repair|tech|ki|resilience|klagenfurt|kaernten|free-entry|bilingual|international,https://www.mimamarkt.at/,hallo@mimamarkt.at,quellen/contraste.md#kleinanzeigen-nr-501,false,2026-06-25,
mitmacher-innen-gesucht-klagenfurt,Mitmacher:innen gesucht,initiative-listing,AT,Kärnten,Klagenfurt,Klagenfurt,46.623943,14.307598,"Aus der Idee eines gemeinschaftlichen Mitmachmarkts ist ein vielschichtiger Verein entstanden. Der  MiMaMarkt ist nun ein »Regenerative Commons Lab« in Kärnten/ Koroška. Wir verbinden Menschen, die nachhaltiger, gemeinschaftlicher und resilienter leben möchten und...",anarchist|basisdemocratic,,hallo@mimamarkt.at,quellen/crawler-5-remaining.md,false,2026-07-12,
svobodni-befreit-klagenfurt,Svobodni! Befreit! Klagenfurt,festival|event|memorial-site,AT,Kärnten,Klagenfurt/Celovec,"Klagenfurt, 9020",46.624700,14.305000,"Fest für Erinnerungskultur an den Widerstand gegen das NS-Regime. Kultur, Musik, Reden, Kulinarik, Austausch. Zahlreiche Initiativen präsentieren ihre Arbeit.",festival|resistance|antifascist|culture|klagenfurt|kaernten|slovenian|bilingual|memorial,,,quellen/contraste.md#termine-svobodni,false,2026-06-25,
anna-magnet-maria-elend,Anna Magnet Kunst & Garten,artist|workshop|open-to-visitors,AT,Kärnten,Maria Elend im Rosental,9182 Maria Elend im Rosental,46.511700,14.101700,"Künstlerin im Unruhestand, lebt in Südkärnten. Workshops: Kreativität, Gartengestaltung (Natur + Tier), Arbeit mit Altholz/Metall/Stein/Ton/Glas-Fusing. Angebote bis auf Material kostenlos, Spenden willkommen.",art|workshop|garden|free-entry|donation|kaernten|open-to-visitors|multilingual,,extruded.art@outlook.com,quellen/contraste.md#kleinanzeigen-nr-502-503,false,2026-06-25,
